USF1	FOSL1	0.0986722
ATF3	ATF4	0.12287440000000001
ELF1	RB1	0.10157240000000001
MEF2A	UBE2I	0.10005320000000001
POU2F2	TBP	0.0966838
EP300	TP53	0.132915
EP300	MDM2	0.11019040000000001
EP300	ETV4	0.08863680000000002
EP300	HIF1A	0.0987358
EP300	SOX4	0.1025958
EP300	MUC1	0.103477
EP300	ESR1	0.08878180000000001
SPI1	RB1	0.1057202
SPI1	TBP	0.10450100000000001
RAD21	STAG1	0.10461480000000001
RAD21	STAG2	0.10459080000000001
RAD21	ESPL1	0.0900936
RXRA	NCOA2	0.10644320000000002
RXRA	RARA	0.1316674
RXRA	PPARA	0.08891700000000001
SP1	YY1	0.12685200000000002
SP1	GTF2B	0.1030522
SP1	TAF7	0.10419099999999999
TCF12	ID2	0.0848928
TCF12	NCOR1	0.0868706
YY1	EP300	0.0888794
YY1	TAF7	0.10453760000000001
YY1	GTF2B	0.1013498
YY1	SP1	0.12685200000000002
YY1	MYC	0.092491
YY1	MECOM	0.0833388
HDAC2	JARID2	0.101302
HDAC2	H2AFY2	0.1026476
HDAC2	TRIM24	0.0876262
HDAC2	RB1	0.0974562
HDAC2	TAL1	0.10651280000000002
JUND	BRCA1	0.0987346
TAF7	YY1	0.10453760000000001
TAF7	USF1	0.09372580000000001
TAF7	CCNT1	0.08893680000000001
FOSL2	JUNB	0.10487580000000002
GATA2	SPI1	0.0735902
GATA2	NR2F2	0.083566
MAX	TAF5L	0.1035944
MAX	MXI1	0.10376000000000002
MAX	TAF9	0.1145722
MAX	SUPT3H	0.12351080000000002
MAX	MYC	0.1485704
MAX	KAT2A	0.15273540000000002
MAX	TRRAP	0.10940240000000001
NFKB1	NFKBIA	0.1613012
NFKB1	NFKB2	0.1856548
NFKB1	NFKBIE	0.126514
NFKB1	MAP3K8	0.1376292
NFKB1	RELB	0.09807860000000002
NFKB1	TNIP1	0.0691736
NFKB1	NFKBIB	0.1431622
NFKB1	REL	0.1766306
NFKB1	RELA	0.1860396
NFKB1	HSPA4	0.1250336
NFKB1	KPNA3	0.0730336
NFKB1	IKBKG	0.12814460000000003
NFKB1	COPB2	0.0924854
NFKB1	CHUK	0.1540494
BRCA1	TP53	0.0996978
BRCA1	JUNB	0.0998832
BRCA1	MYC	0.1115592
BRCA1	UIMC1	0.1161598
BRCA1	AURKA	0.0990698
BRCA1	JUND	0.0987346
BRCA1	PALB2	0.15555980000000003
FOS	ATF4	0.10440540000000001
FOS	MECOM	0.11524140000000001
FOS	JUN	0.13699840000000002
KAT2A	MYC	0.13041080000000002
SMC3	STAG1	0.10692600000000002
SMC3	STAG2	0.1112682
JUN	ATF3	0.1023822
JUN	GSK3B	0.08876260000000001
JUN	MAPK1	0.0892994
JUN	ATF4	0.1159386
TCF4	MLLT10	0.1343886
TCF4	CTNNB1	0.1124682
TCF4	DOT1L	0.1335014
TCF4	ID3	0.0806418
TRIM28	CHD3	0.11579640000000001
MYC	TAF12	0.0859548
MYC	MAX	0.1485704
MYC	SF3B3	0.08525160000000001
MYC	MYCBP2	0.10722240000000001
MYC	KAT2A	0.13041080000000002
MYC	TADA2A	0.082887
MYC	SUPT3H	0.11643680000000001
MYC	TAF9	0.1110546
MYC	RUVBL2	0.08654780000000001
MYC	EP400	0.0918608
MYC	GSK3B	0.09751720000000001
MYC	YY1	0.092491
MYC	PFDN5	0.10274820000000001
MYC	TRRAP	0.1061278
MYC	CDC6	0.10236400000000001
E2F1	TFDP1	0.11417740666000001
E2F1	RB1	0.13781061562000002
E2F1	PARP1	0.08553712708
E2F1	TOPBP1	0.11167250734
E2F1	TFDP2	0.10652034328
E2F1	NFKB1	0.09875506432
E2F1	CDK8	0.09432111658
E2F1	TBP	0.08553712708
E2F1	BRCA1	0.09232381622000001
E2F1	PHB	0.08553712708
E2F1	HDAC1	0.10419471011999999
E2F4	RBL1	0.1436758
E2F4	TFDP1	0.11726240000000002
E2F4	RB1	0.12254940000000002
E2F4	HDAC1	0.1291352
GTF2F1	SRF	0.0981486
SMARCB1	CALM1	0.08876260000000001
SMARCB1	CALM2	0.08876260000000001
SMARCB1	CHD7	0.1163676
MXI1	MAX	0.10376000000000002
GTF2B	TAF9	0.09280000000000001
GATA1	ZFPM1	0.05280700000000001
GATA1	RB1	0.07474960000000001
TAL1	LYL1	0.0849792
TAL1	CBFA2T3	0.0926048
TAL1	LDB1	0.08092700000000001
TAL1	RUNX1	0.0897576
TAL1	TCF12	0.0856798
JUNB	FOSL2	0.10487580000000002
JUNB	MECOM	0.103132
TBP	GTF2B	0.0890486
TBP	JUN	0.1019082
TBP	TAF12	0.10073000000000001
TBP	TAF1	0.09676380000000001
TBP	TAF11	0.12211380000000001
TBP	TAF13	0.10659080000000001
TBP	FOS	0.10543800000000002
TBP	TAF1C	0.09310800000000001
TBP	SNAPC1	0.0900824
TBP	POU2F1	0.08935920000000001
TBP	SPI1	0.10450100000000001
TBP	POU2F2	0.0966838
TBP	TCEA1	0.08799580000000001
TBP	SNAPC2	0.0886188
TAF1	TAF7	0.09083740000000001
TAF1	RB1	0.10960540000000002
TAF1	TBP	0.09676380000000001
EP300	ETV4	0.08863680000000002
EP300	KLF1	0.0881978
EP300	MDM2	0.11019040000000001
GATA2	SPI1	0.0735902
JUN	BRCA1	0.1000724
JUNB	BRCA1	0.0998832
JUND	BRCA1	0.0987346
MYC	BRCA1	0.1115592
TAL1	TCF12	0.0856798
TBP	POU2F2	0.0966838
TBP	SPI1	0.10450100000000001
