USF1	FOSL1	0.1973444
ATF3	ATF4	0.24574880000000002
ELF1	RB1	0.20314480000000001
MEF2A	UBE2I	0.20010640000000002
POU2F2	TBP	0.1933676
EP300	TP53	0.26583
EP300	MDM2	0.22038080000000002
EP300	ETV4	0.17727360000000003
EP300	HIF1A	0.1974716
EP300	SOX4	0.2051916
EP300	MUC1	0.206954
EP300	ESR1	0.17756360000000002
SPI1	RB1	0.2114404
SPI1	TBP	0.20900200000000002
RAD21	STAG1	0.20922960000000002
RAD21	STAG2	0.20918160000000002
RAD21	ESPL1	0.1801872
RXRA	NCOA2	0.21288640000000003
RXRA	RARA	0.2633348
RXRA	PPARA	0.17783400000000002
SP1	YY1	0.25370400000000004
SP1	GTF2B	0.2061044
SP1	TAF7	0.20838199999999998
TCF12	ID2	0.1697856
TCF12	NCOR1	0.1737412
YY1	EP300	0.1777588
YY1	TAF7	0.20907520000000002
YY1	GTF2B	0.2026996
YY1	SP1	0.25370400000000004
YY1	MYC	0.184982
YY1	MECOM	0.1666776
HDAC2	JARID2	0.202604
HDAC2	H2AFY2	0.2052952
HDAC2	TRIM24	0.1752524
HDAC2	RB1	0.1949124
HDAC2	TAL1	0.21302560000000004
JUND	BRCA1	0.1974692
TAF7	YY1	0.20907520000000002
TAF7	USF1	0.18745160000000002
TAF7	CCNT1	0.17787360000000002
FOSL2	JUNB	0.20975160000000004
GATA2	SPI1	0.1471804
GATA2	NR2F2	0.167132
MAX	TAF5L	0.2071888
MAX	MXI1	0.20752000000000004
MAX	TAF9	0.2291444
MAX	SUPT3H	0.24702160000000004
MAX	MYC	0.2971408
MAX	KAT2A	0.30547080000000004
MAX	TRRAP	0.21880480000000002
NFKB1	NFKBIA	0.3226024
NFKB1	NFKB2	0.3713096
NFKB1	NFKBIE	0.253028
NFKB1	MAP3K8	0.2752584
NFKB1	RELB	0.19615720000000003
NFKB1	TNIP1	0.1383472
NFKB1	NFKBIB	0.2863244
NFKB1	REL	0.3532612
NFKB1	RELA	0.3720792
NFKB1	HSPA4	0.2500672
NFKB1	KPNA3	0.1460672
NFKB1	IKBKG	0.25628920000000005
NFKB1	COPB2	0.1849708
NFKB1	CHUK	0.3080988
BRCA1	TP53	0.1993956
BRCA1	JUNB	0.1997664
BRCA1	MYC	0.2231184
BRCA1	UIMC1	0.2323196
BRCA1	AURKA	0.1981396
BRCA1	JUND	0.1974692
BRCA1	PALB2	0.31111960000000005
FOS	ATF4	0.20881080000000002
FOS	MECOM	0.23048280000000002
FOS	JUN	0.27399680000000004
KAT2A	MYC	0.26082160000000004
SMC3	STAG1	0.21385200000000004
SMC3	STAG2	0.2225364
JUN	ATF3	0.2047644
JUN	GSK3B	0.17752520000000002
JUN	MAPK1	0.1785988
JUN	ATF4	0.2318772
TCF4	MLLT10	0.2687772
TCF4	CTNNB1	0.2249364
TCF4	DOT1L	0.2670028
TCF4	ID3	0.1612836
TRIM28	CHD3	0.23159280000000002
MYC	TAF12	0.1719096
MYC	MAX	0.2971408
MYC	SF3B3	0.17050320000000002
MYC	MYCBP2	0.21444480000000002
MYC	KAT2A	0.26082160000000004
MYC	TADA2A	0.165774
MYC	SUPT3H	0.23287360000000001
MYC	TAF9	0.2221092
MYC	RUVBL2	0.17309560000000002
MYC	EP400	0.1837216
MYC	GSK3B	0.19503440000000002
MYC	YY1	0.184982
MYC	PFDN5	0.20549640000000002
MYC	TRRAP	0.2122556
MYC	CDC6	0.20472800000000002
E2F1	TFDP1	0.22835481332000002
E2F1	RB1	0.27562123124000004
E2F1	PARP1	0.17107425416
E2F1	TOPBP1	0.22334501468
E2F1	TFDP2	0.21304068656
E2F1	NFKB1	0.19751012864
E2F1	CDK8	0.18864223316
E2F1	TBP	0.17107425416
E2F1	BRCA1	0.18464763244000001
E2F1	PHB	0.17107425416
E2F1	HDAC1	0.20838942023999998
E2F4	RBL1	0.2873516
E2F4	TFDP1	0.23452480000000003
E2F4	RB1	0.24509880000000003
E2F4	HDAC1	0.2582704
GTF2F1	SRF	0.1962972
SMARCB1	CALM1	0.17752520000000002
SMARCB1	CALM2	0.17752520000000002
SMARCB1	CHD7	0.2327352
MXI1	MAX	0.20752000000000004
GTF2B	TAF9	0.18560000000000001
GATA1	ZFPM1	0.10561400000000001
GATA1	RB1	0.14949920000000003
TAL1	LYL1	0.1699584
TAL1	CBFA2T3	0.1852096
TAL1	LDB1	0.16185400000000003
TAL1	RUNX1	0.1795152
TAL1	TCF12	0.1713596
JUNB	FOSL2	0.20975160000000004
JUNB	MECOM	0.206264
TBP	GTF2B	0.1780972
TBP	JUN	0.2038164
TBP	TAF12	0.20146000000000003
TBP	TAF1	0.19352760000000002
TBP	TAF11	0.24422760000000002
TBP	TAF13	0.21318160000000003
TBP	FOS	0.21087600000000004
TBP	TAF1C	0.18621600000000002
TBP	SNAPC1	0.1801648
TBP	POU2F1	0.17871840000000003
TBP	SPI1	0.20900200000000002
TBP	POU2F2	0.1933676
TBP	TCEA1	0.17599160000000003
TBP	SNAPC2	0.1772376
TAF1	TAF7	0.18167480000000003
TAF1	RB1	0.21921080000000004
TAF1	TBP	0.19352760000000002
EP300	ETV4	0.17727360000000003
EP300	KLF1	0.1763956
EP300	MDM2	0.22038080000000002
GATA2	SPI1	0.1471804
JUN	BRCA1	0.2001448
JUNB	BRCA1	0.1997664
JUND	BRCA1	0.1974692
MYC	BRCA1	0.2231184
TAL1	TCF12	0.1713596
TBP	POU2F2	0.1933676
TBP	SPI1	0.20900200000000002
