5	1	1	2	0.0
5	1	1	3	0.0
5	1	3	2	0.0
5	1	1	4	0.0
5	1	3	4	0.02
5	1	2	4	0.0
5	1	3	3	0.0
5	1	2	3	0.01
5	1	4	3	0.0
5	1	1	5	0.0
5	1	3	5	0.0
5	1	2	5	0.02
5	1	4	5	0.01
5	1	4	4	0.0
5	1	5	4	0.0
5	2	1	2	0.0
5	2	1	3	0.01
5	2	3	2	0.01
5	2	1	4	0.0
5	2	3	4	0.0
5	2	2	4	0.01
5	2	5	1	0.0
5	2	1	5	0.01
5	2	3	5	0.0
5	2	2	5	0.0
5	2	5	4	0.01
5	3	2	1	0.01
5	3	3	1	0.01
5	3	3	2	0.0
5	3	4	1	0.01
5	3	4	2	0.01
5	3	4	3	0.0
5	3	5	1	0.01
5	3	5	2	0.0
5	3	5	3	0.0
5	3	4	5	0.01
5	4	1	2	0.0
5	4	1	3	0.01
5	4	3	2	0.0
5	4	1	4	0.01
5	4	3	4	0.0
5	4	2	4	0.0
5	4	3	3	0.01
5	4	2	3	0.0
5	4	4	3	0.01
5	4	1	5	0.0
5	4	3	5	0.01
5	4	2	5	0.0
5	4	5	3	0.0
5	4	5	4	0.01
5	5	1	2	0.0
5	5	3	1	0.0
5	5	1	3	0.01
5	5	2	3	0.0
5	5	4	1	0.01
5	5	4	2	0.0
5	5	1	4	0.01
5	5	2	4	0.0
5	5	3	4	0.01
5	5	5	1	0.0
5	5	1	5	0.0
5	5	4	5	0.01
5	5	2	5	0.0
5	5	3	5	0.0
10	1	1	2	0.01
10	1	1	3	0.02
10	1	3	2	0.0
10	1	1	4	0.02
10	1	3	4	0.24
10	1	2	4	1.77
10	1	3	3	0.01
10	1	2	3	1.73
10	1	4	3	0.0
10	1	1	5	0.0499999999999998
10	1	3	5	0.1
10	1	2	5	2.5
10	1	4	5	0.1
10	1	4	4	0.0
10	1	5	4	0.0
10	1	1	6	0.75
10	1	3	6	0.19
10	1	2	6	2.0
10	1	4	6	0.00999999999999979
10	1	5	6	0.0
10	1	1	1	0.02
10	1	3	1	0.139999999999999
10	1	2	1	1.62
10	1	4	1	0.01
10	1	5	1	0.0
10	1	6	1	0.00999999999999979
10	1	7	2	0.0199999999999996
10	1	7	6	0.750000000000001
10	1	1	7	0.0199999999999998
10	1	3	7	0.00999999999999979
10	1	7	7	0.0
10	1	2	7	0.01
10	1	7	3	0.55
10	1	1	8	0.00999999999999979
10	1	3	8	0.0999999999999999
10	1	2	8	1.71
10	1	4	8	0.0
10	1	7	8	1.26
10	1	5	8	0.01
