5	1	1	2	0.02
5	1	3	1	0.05
5	1	1	3	0.03
5	1	2	3	0.05
5	1	4	1	0.02
5	1	3	4	0.03
5	1	4	4	0.04
5	1	1	4	0.05
5	1	5	4	0.02
5	1	3	5	0.05
5	1	4	5	0.03
5	1	1	5	0.05
5	2	1	2	0.04
5	2	1	3	0.04
5	2	3	2	0.05
5	2	1	4	0.04
5	2	3	4	0.03
5	2	5	3	0.04
5	3	1	2	0.03
5	3	1	3	0.03
5	3	3	2	0.04
5	3	1	4	0.04
5	3	3	4	0.01
5	3	2	4	0.04
5	3	1	5	0.04
5	3	5	4	0.04
5	4	1	2	0.03
5	4	1	3	0.04
5	4	3	2	0.04
5	4	1	4	0.05
5	4	3	4	0.0299999999999999
5	4	2	4	0.04
5	4	1	5	0.04
5	4	3	5	0.04
5	4	2	5	0.03
5	5	2	1	0.04
5	5	2	3	0.0299999999999999
5	5	1	3	0.04
5	5	2	2	0.05
5	5	1	2	0.02
5	5	3	2	0.04
5	5	2	4	0.05
5	5	1	4	0.0399999999999999
5	5	3	4	0.04
5	5	3	3	0.04
5	5	4	3	0.04
5	5	2	5	0.04
5	5	1	5	0.0399999999999999
5	5	3	5	0.05
5	5	4	5	0.04
10	1	1	2	0.04
10	1	3	1	0.05
10	1	1	3	0.04
10	1	2	3	0.0600000000000001
10	1	4	1	0.0399999999999998
10	1	3	4	0.04
10	1	4	4	0.05
10	1	1	4	0.04
10	1	5	4	0.0499999999999999
10	1	3	5	0.05
10	1	4	5	0.05
10	1	1	5	0.0600000000000001
10	1	6	1	0.04
10	1	6	3	0.0599999999999998
10	1	7	3	0.05
10	1	3	7	0.04
10	1	4	7	0.05
10	1	1	7	0.0600000000000001
10	1	5	7	0.03
10	1	3	8	0.04
10	1	4	8	0.0600000000000001
10	1	1	8	0.0499999999999999
10	1	5	8	0.0499999999999997
10	1	8	4	0.05
10	1	3	9	0.05
10	1	4	9	0.05
10	1	6	9	0.05
10	1	1	9	0.0600000000000001
10	1	6	7	0.05
10	1	9	7	0.04
10	1	10	4	0.0499999999999998
10	1	10	1	0.05
10	2	1	2	0.05
10	2	1	3	0.0299999999999999
10	2	3	2	0.04
10	2	1	4	0.04
10	2	3	4	0.04
10	2	5	3	0.03
10	2	5	6	0.0499999999999997
10	2	6	3	0.04
10	2	7	3	0.0600000000000003
10	2	1	7	0.04
10	2	5	7	0.0399999999999998
10	2	6	7	0.0600000000000003
10	2	7	7	0.04
10	2	3	7	0.0499999999999998
10	2	1	8	0.0399999999999999
