USF1	FOSL1	0.3946888
ATF3	ATF4	0.49149760000000003
ELF1	RB1	0.40628960000000003
MEF2A	UBE2I	0.40021280000000004
POU2F2	TBP	0.3867352
EP300	TP53	0.53166
EP300	MDM2	0.44076160000000003
EP300	ETV4	0.35454720000000006
EP300	HIF1A	0.3949432
EP300	SOX4	0.4103832
EP300	MUC1	0.413908
EP300	ESR1	0.35512720000000003
SPI1	RB1	0.4228808
SPI1	TBP	0.41800400000000004
RAD21	STAG1	0.41845920000000003
RAD21	STAG2	0.41836320000000005
RAD21	ESPL1	0.3603744
RXRA	NCOA2	0.42577280000000006
RXRA	RARA	0.5266696
RXRA	PPARA	0.35566800000000004
SP1	YY1	0.5074080000000001
SP1	GTF2B	0.4122088
SP1	TAF7	0.41676399999999997
TCF12	ID2	0.3395712
TCF12	NCOR1	0.3474824
YY1	EP300	0.3555176
YY1	TAF7	0.41815040000000003
YY1	GTF2B	0.4053992
YY1	SP1	0.5074080000000001
YY1	MYC	0.369964
YY1	MECOM	0.3333552
HDAC2	JARID2	0.405208
HDAC2	H2AFY2	0.4105904
HDAC2	TRIM24	0.3505048
HDAC2	RB1	0.3898248
HDAC2	TAL1	0.4260512000000001
JUND	BRCA1	0.3949384
TAF7	YY1	0.41815040000000003
TAF7	USF1	0.37490320000000005
TAF7	CCNT1	0.35574720000000004
FOSL2	JUNB	0.4195032000000001
GATA2	SPI1	0.2943608
GATA2	NR2F2	0.334264
MAX	TAF5L	0.4143776
MAX	MXI1	0.4150400000000001
MAX	TAF9	0.4582888
MAX	SUPT3H	0.49404320000000007
MAX	MYC	0.5942816
MAX	KAT2A	0.6109416000000001
MAX	TRRAP	0.43760960000000004
NFKB1	NFKBIA	0.6452048
NFKB1	NFKB2	0.7426192
NFKB1	NFKBIE	0.506056
NFKB1	MAP3K8	0.5505168
NFKB1	RELB	0.39231440000000006
NFKB1	TNIP1	0.2766944
NFKB1	NFKBIB	0.5726488
NFKB1	REL	0.7065224
NFKB1	RELA	0.7441584
NFKB1	HSPA4	0.5001344
NFKB1	KPNA3	0.2921344
NFKB1	IKBKG	0.5125784000000001
NFKB1	COPB2	0.3699416
NFKB1	CHUK	0.6161976
BRCA1	TP53	0.3987912
BRCA1	JUNB	0.3995328
BRCA1	MYC	0.4462368
BRCA1	UIMC1	0.4646392
BRCA1	AURKA	0.3962792
BRCA1	JUND	0.3949384
BRCA1	PALB2	0.6222392000000001
FOS	ATF4	0.41762160000000004
FOS	MECOM	0.46096560000000003
FOS	JUN	0.5479936000000001
KAT2A	MYC	0.5216432000000001
SMC3	STAG1	0.4277040000000001
SMC3	STAG2	0.4450728
JUN	ATF3	0.4095288
JUN	GSK3B	0.35505040000000004
JUN	MAPK1	0.3571976
JUN	ATF4	0.4637544
TCF4	MLLT10	0.5375544
TCF4	CTNNB1	0.4498728
TCF4	DOT1L	0.5340056
TCF4	ID3	0.3225672
TRIM28	CHD3	0.46318560000000003
MYC	TAF12	0.3438192
MYC	MAX	0.5942816
MYC	SF3B3	0.34100640000000004
MYC	MYCBP2	0.42888960000000004
MYC	KAT2A	0.5216432000000001
MYC	TADA2A	0.331548
MYC	SUPT3H	0.46574720000000003
MYC	TAF9	0.4442184
MYC	RUVBL2	0.34619120000000003
MYC	EP400	0.3674432
MYC	GSK3B	0.39006880000000005
MYC	YY1	0.369964
MYC	PFDN5	0.41099280000000005
MYC	TRRAP	0.4245112
MYC	CDC6	0.40945600000000004
E2F1	TFDP1	0.45670962664000003
E2F1	RB1	0.5512424624800001
E2F1	PARP1	0.34214850832
E2F1	TOPBP1	0.44669002936
E2F1	TFDP2	0.42608137312
E2F1	NFKB1	0.39502025728
E2F1	CDK8	0.37728446632
E2F1	TBP	0.34214850832
E2F1	BRCA1	0.36929526488000003
E2F1	PHB	0.34214850832
E2F1	HDAC1	0.41677884047999997
E2F4	RBL1	0.5747032
E2F4	TFDP1	0.46904960000000007
E2F4	RB1	0.49019760000000007
E2F4	HDAC1	0.5165408
GTF2F1	SRF	0.3925944
SMARCB1	CALM1	0.35505040000000004
SMARCB1	CALM2	0.35505040000000004
SMARCB1	CHD7	0.4654704
MXI1	MAX	0.4150400000000001
GTF2B	TAF9	0.37120000000000003
GATA1	ZFPM1	0.21122800000000003
GATA1	RB1	0.29899840000000005
TAL1	LYL1	0.3399168
TAL1	CBFA2T3	0.3704192
TAL1	LDB1	0.32370800000000005
TAL1	RUNX1	0.3590304
TAL1	TCF12	0.3427192
JUNB	FOSL2	0.4195032000000001
JUNB	MECOM	0.412528
TBP	GTF2B	0.3561944
TBP	JUN	0.4076328
TBP	TAF12	0.40292000000000006
TBP	TAF1	0.38705520000000004
TBP	TAF11	0.48845520000000003
TBP	TAF13	0.42636320000000005
TBP	FOS	0.42175200000000007
TBP	TAF1C	0.37243200000000004
TBP	SNAPC1	0.3603296
TBP	POU2F1	0.35743680000000005
TBP	SPI1	0.41800400000000004
TBP	POU2F2	0.3867352
TBP	TCEA1	0.35198320000000005
TBP	SNAPC2	0.3544752
TAF1	TAF7	0.36334960000000005
TAF1	RB1	0.4384216000000001
TAF1	TBP	0.38705520000000004
EP300	ETV4	0.35454720000000006
EP300	KLF1	0.3527912
EP300	MDM2	0.44076160000000003
GATA2	SPI1	0.2943608
JUN	BRCA1	0.4002896
JUNB	BRCA1	0.3995328
JUND	BRCA1	0.3949384
MYC	BRCA1	0.4462368
TAL1	TCF12	0.3427192
TBP	POU2F2	0.3867352
TBP	SPI1	0.41800400000000004
